GENEID,M,BS,V,cluster
LOC_Os10g41200,0.968016782,-1.029175918,0.061159136,CM&V
LOC_Os11g18947,0.28906811,-1.112691956,0.823623846,CM&V
LOC_Os11g35220,0.72980229,-1.139847248,0.410044959,CM&V
LOC_Os11g38000,1.038999883,-0.955801939,-0.083197944,CM&V
LOC_Os11g43934,0.559245823,-1.154513237,0.595267415,CM&V
LOC_Os11g47650,0.518057153,-1.152735793,0.634678641,CM&V
LOC_Os12g32750,0.003468982,-1.00173,0.998261,CM&V
LOC_Os12g41380,0.2313178,-1.095388,0.8640701,CM&V
LOC_Os01g01030,-0.542545872,-0.611468806,1.154014678,CV
LOC_Os01g01450,-0.950266943,-0.092972639,1.043239582,CV
LOC_Os01g02000,-0.401207383,-0.737092676,1.138300059,CV
LOC_Os01g02880,-0.743698299,-0.393124464,1.136822763,CV
LOC_Os01g03100,-0.949077878,-0.095055992,1.044133871,CV
LOC_Os01g04640,-0.723293467,-0.417862677,1.141156144,CV
LOC_Os01g04670,-0.625841896,-0.527460775,1.153302671,CV
LOC_Os01g04930,-0.951075772,-0.091552192,1.042627964,CV
LOC_Os01g06500,-0.812647072,-0.304101374,1.116748446,CV
LOC_Os01g06660,-0.520121515,-0.632746729,1.152868244,CV
LOC_Os01g08160,-0.921261593,-0.142243824,1.063505417,CV
LOC_Os01g08190,-0.546056505,-0.608088493,1.154144998,CV
LOC_Os01g09300,-0.624120704,-0.529280845,1.153401549,CV
LOC_Os01g11240,-0.943070612,-0.105494472,1.048565084,CV
LOC_Os01g11414,-0.541372006,-0.612596095,1.1539681,CV
LOC_Os01g11460,-0.904147878,-0.169928844,1.074076721,CV
LOC_Os01g11910,-0.637788898,-0.514723563,1.152512462,CV
LOC_Os01g12130,-0.716872123,-0.425509581,1.142381703,CV
LOC_Os01g12464,-0.547376289,-0.606814211,1.1541905,CV
LOC_Os01g12490,-0.515366461,-0.637189977,1.152556438,CV
LOC_Os01g13320,-0.8334476,-0.27539167,1.10883927,CV
LOC_Os01g13700,-0.950212018,-0.093068999,1.043281017,CV
LOC_Os01g14420,-0.664244587,-0.485853468,1.150098055,CV
LOC_Os01g14830,-0.599274291,-0.555145133,1.154419424,CV
LOC_Os01g14960,-0.49603057,-0.655015864,1.151046433,CV
LOC_Os01g15260,-0.7939457,-0.329138484,1.123084184,CV
LOC_Os01g15270,-0.723742333,-0.417325712,1.141068046,CV
LOC_Os01g15300,-0.885530827,-0.199010534,1.08454136,CV
LOC_Os01g15350,-0.908124373,-0.163580585,1.071704958,CV
LOC_Os01g15630,-0.387621318,-0.748161892,1.135783209,CV
LOC_Os01g16540,-0.755429756,-0.378588244,1.134018,CV
LOC_Os01g16900,-0.780037281,-0.347311937,1.127349218,CV
LOC_Os01g16910,-0.67360479,-0.475412133,1.149016923,CV
LOC_Os01g16940,-0.85488886,-0.244771144,1.099660004,CV
LOC_Os01g16960,-0.843591367,-0.261040464,1.104631831,CV
LOC_Os01g17000,-0.849077898,-0.253177837,1.102255735,CV
LOC_Os01g18400,-0.484880004,-0.665121862,1.150001866,CV
LOC_Os01g18860,-0.614531564,-0.539352914,1.153884479,CV
LOC_Os01g19610,-0.962274434,-0.071602265,1.033876699,CV
LOC_Os01g19840,-0.929134872,-0.129176021,1.058310893,CV
LOC_Os01g20120,-0.927677783,-0.131610895,1.059288678,CV
LOC_Os01g20830,-0.777480688,-0.350612639,1.128093328,CV
LOC_Os01g20940,-0.694619709,-0.451519035,1.146138744,CV
LOC_Os01g21440,-0.950074829,-0.093309631,1.04338446,CV
LOC_Os01g23850,-0.41090833,-0.729086234,1.139994564,CV
LOC_Os01g23870,-0.592472703,-0.562094629,1.154567332,CV
LOC_Os01g23990,-0.927955255,-0.131147808,1.059103063,CV
LOC_Os01g24420,-0.907180338,-0.165092201,1.072272539,CV
LOC_Os01g25540,-0.678988424,-0.469351286,1.14833971,CV
LOC_Os01g27040,-0.893385491,-0.186866071,1.080251562,CV
LOC_Os01g27140,-0.896199561,-0.1824712,1.07867076,CV
LOC_Os01g27360,-0.953199448,-0.087809798,1.041009247,CV
LOC_Os01g27990,-0.686898184,-0.460371885,1.147270069,CV
LOC_Os01g28790,-0.037311913,-0.98082184,1.018133753,CV
LOC_Os01g35050,-0.35689928,-0.772585153,1.129484433,CV
LOC_Os01g36580,-0.726191416,-0.414390318,1.140581734,CV
LOC_Os01g36620,-0.835606539,-0.272357062,1.107963601,CV
LOC_Os01g36930,-0.745926844,-0.390381098,1.136307943,CV
LOC_Os01g38620,-0.92050127,-0.143494393,1.063995663,CV
LOC_Os01g39790,-0.717568686,-0.424683197,1.142251883,CV
LOC_Os01g40200,-0.883954613,-0.201426284,1.085380898,CV
LOC_Os01g40550,-0.613020496,-0.540929664,1.15395016,CV
LOC_Os01g41610,-0.833642257,-0.275118493,1.10876075,CV
LOC_Os01g42380,-0.57952875,-0.575169045,1.154697795,CV
LOC_Os01g42690,-0.513072331,-0.639325201,1.152397532,CV
LOC_Os01g44090,-0.471732572,-0.676877537,1.148610108,CV
LOC_Os01g44390,-0.691130598,-0.455530121,1.146660719,CV
LOC_Os01g45470,-0.961178744,-0.073578081,1.034756825,CV
LOC_Os01g46070,-0.914570499,-0.153182277,1.067752777,CV
LOC_Os01g47050,-0.925652281,-0.134983103,1.060635384,CV
LOC_Os01g47370,-0.538114708,-0.615716301,1.153831009,CV
LOC_Os01g47490,-0.95494983,-0.0847111,1.039660931,CV
LOC_Os01g47570,-0.167044202,-0.90595866,1.073002862,CV
LOC_Os01g48280,-0.920314963,-0.143800528,1.064115491,CV
LOC_Os01g48420,-0.709256645,-0.434495406,1.143752051,CV
LOC_Os01g49190,-0.913443952,-0.155009264,1.068453216,CV
LOC_Os01g49710,-0.550118239,-0.604160672,1.154278911,CV
LOC_Os01g49770,-0.824765513,-0.287489651,1.112255164,CV
LOC_Os01g50160,-0.800153071,-0.320906334,1.121059405,CV
LOC_Os01g50310,-0.643974167,-0.508056864,1.152031031,CV
LOC_Os01g50610,-0.496693192,-0.654411348,1.15110454,CV
LOC_Os01g51050,-0.623428376,-0.530011893,1.153440269,CV
LOC_Os01g51320,-0.553163174,-0.601204194,1.154367368,CV
LOC_Os01g51632,-0.768698624,-0.361858983,1.130557607,CV
LOC_Os01g51920,-0.509503708,-0.642635731,1.15213944,CV
LOC_Os01g52110,-0.788504452,-0.336292466,1.124796918,CV
LOC_Os01g52130,-0.615974254,-0.537844883,1.153819137,CV
LOC_Os01g52230,-0.95010381,-0.093258804,1.043362614,CV
LOC_Os01g52480,-0.849254534,-0.252923508,1.102178042,CV
LOC_Os01g52550,-0.898520929,-0.178827988,1.077348918,CV
LOC_Os01g52780,-0.792215395,-0.331419674,1.123635069,CV
LOC_Os01g53294,-0.933583392,-0.121694955,1.055278346,CV
LOC_Os01g53420,-0.72687416,-0.413570298,1.140444459,CV
LOC_Os01g53460,-0.438162939,-0.706126577,1.144289516,CV
LOC_Os01g53570,-0.688331552,-0.458735062,1.147066614,CV
LOC_Os01g53680,-0.941855529,-0.107588547,1.049444075,CV
LOC_Os01g53730,-0.840184481,-0.265887007,1.106071488,CV
LOC_Os01g53779,-0.870738532,-0.221411372,1.092149904,CV
LOC_Os01g53790,-0.825792377,-0.286067482,1.111859859,CV
LOC_Os01g53800,-0.916903958,-0.149384635,1.066288593,CV
LOC_Os01g54050,-0.943741043,-0.104336588,1.048077631,CV
LOC_Os01g54080,-0.81846705,-0.296162652,1.114629702,CV
LOC_Os01g54370,-0.14135643,-0.921800384,1.063156814,CV
LOC_Os01g54400,-0.298875923,-0.81648382,1.115359742,CV
LOC_Os01g55110,-0.954949599,-0.084711511,1.03966111,CV
LOC_Os01g55190,-0.82915292,-0.281397013,1.110549934,CV
LOC_Os01g55340,-0.742900072,-0.394105065,1.137005137,CV
LOC_Os01g55720,-0.659749322,-0.490825116,1.150574438,CV
LOC_Os01g56460,-0.714941825,-0.427795692,1.142737517,CV
LOC_Os01g56740,-0.547995274,-0.606215908,1.154211182,CV
LOC_Os01g57004,-0.629915824,-0.523137871,1.153053695,CV
LOC_Os01g57250,-0.900533777,-0.17565578,1.076189557,CV
LOC_Os01g57570,-0.927577599,-0.13177803,1.059355629,CV
LOC_Os01g57854,-0.540726056,-0.613215774,1.15394183,CV
LOC_Os01g58194,-0.831981021,-0.277447075,1.109428096,CV
LOC_Os01g59790,-0.940387978,-0.110110102,1.05049808,CV
LOC_Os01g59900,-0.959226657,-0.077085122,1.036311779,CV
LOC_Os01g60260,-0.814375112,-0.30175171,1.116126822,CV
LOC_Os01g60600,-0.592387326,-0.562181513,1.154568839,CV
LOC_Os01g60800,-0.652099515,-0.499222723,1.151322238,CV
LOC_Os01g61070,-0.947365654,-0.098045901,1.045411555,CV
LOC_Os01g61900,-0.890343393,-0.191590803,1.081934197,CV
LOC_Os01g62244,-0.856177778,-0.242895246,1.099073024,CV
LOC_Os01g62860,-0.501270037,-0.650223607,1.151493644,CV
LOC_Os01g63210,-0.899728654,-0.176926118,1.076654772,CV
LOC_Os01g63770,-0.820684596,-0.293118856,1.113803452,CV
LOC_Os01g63800,-0.68063493,-0.467489485,1.148124415,CV
LOC_Os01g63890,-0.921909251,-0.141177005,1.063086256,CV
LOC_Os01g64020,-0.928330537,-0.130521044,1.058851581,CV
LOC_Os01g64170,-0.910184495,-0.160271986,1.07045648,CV
LOC_Os01g64190,-0.938774408,-0.11287301,1.051647419,CV
LOC_Os01g64490,-0.905099372,-0.16841436,1.073513731,CV
LOC_Os01g64640,-0.667671683,-0.482044599,1.149716282,CV
LOC_Os01g64650,-0.584865673,-0.569802113,1.154667786,CV
LOC_Os01g64680,-0.633612274,-0.519197221,1.152809495,CV
LOC_Os01g65730,-0.674431318,-0.474484284,1.148915602,CV
LOC_Os01g66030,-0.617797416,-0.535935456,1.153732872,CV
LOC_Os01g66720,-0.591889215,-0.56268824,1.154577456,CV
LOC_Os01g67490,-0.689681831,-0.457190398,1.14687223,CV
LOC_Os01g67770,-0.836105488,-0.271654229,1.107759718,CV
LOC_Os01g67860,-0.883874017,-0.201549621,1.085423637,CV
LOC_Os01g68269,-0.619313024,-0.534344989,1.153658013,CV
LOC_Os01g68950,-0.775268308,-0.353459152,1.12872746,CV
LOC_Os01g69070,-0.903835176,-0.170425952,1.074261127,CV
LOC_Os01g69090,-0.932730697,-0.123134512,1.055865209,CV
LOC_Os01g69100,-0.457369829,-0.689525099,1.146894928,CV
LOC_Os01g69940,-0.595672907,-0.558831709,1.154504616,CV
LOC_Os01g70140,-0.686931219,-0.460334195,1.147265414,CV
LOC_Os01g70260,-0.897859624,-0.179867509,1.077727134,CV
LOC_Os01g70730,-0.770909672,-0.35904077,1.129950442,CV
LOC_Os01g70790,-0.694512208,-0.451642885,1.146155093,CV
LOC_Os01g70920,-0.727643624,-0.41264523,1.140288854,CV
LOC_Os01g71100,-0.853038759,-0.247456626,1.100495385,CV
LOC_Os01g72100,-0.753866704,-0.380538591,1.134405295,CV
LOC_Os01g72520,-0.924410674,-0.137043091,1.061453766,CV
LOC_Os01g72834,-0.907322458,-0.164864816,1.072187274,CV
LOC_Os01g73140,-0.790140953,-0.334146882,1.124287835,CV
LOC_Os01g73300,-0.726269178,-0.414296958,1.140566136,CV
LOC_Os01g73790,-0.8742065,-0.216213094,1.090419595,CV
LOC_Os01g73950,-0.577719697,-0.576980762,1.15470046,CV
LOC_Os01g73960,-0.144853262,-0.919673742,1.064527004,CV
LOC_Os01g74490,-0.825235368,-0.286839206,1.112074574,CV
LOC_Os02g01510,-0.249145185,-0.851872494,1.101017679,CV
LOC_Os02g02860,-0.787950836,-0.337017134,1.124967969,CV
LOC_Os02g02870,-0.913800978,-0.154430705,1.068231683,CV
LOC_Os02g03100,-0.899949796,-0.176577394,1.076527189,CV
LOC_Os02g03430,-0.492005514,-0.658678364,1.150683878,CV
LOC_Os02g03570,-0.885104037,-0.199665338,1.084769375,CV
LOC_Os02g03860,-0.941855494,-0.107588606,1.0494441,CV
LOC_Os02g03960,-0.765010847,-0.366539837,1.131550684,CV
LOC_Os02g04020,-0.862717167,-0.233313755,1.096030922,CV
LOC_Os02g04170,-0.873066836,-0.217924926,1.090991763,CV
LOC_Os02g05744,-0.38228527,-0.752463999,1.134749269,CV
LOC_Os02g06630,-0.699580532,-0.445785193,1.145365724,CV
LOC_Os02g06640,-0.831206336,-0.27853084,1.109737175,CV
LOC_Os02g07410,-0.56751882,-0.587126226,1.154645046,CV
LOC_Os02g07830,-0.697978921,-0.447640359,1.14561928,CV
LOC_Os02g07840,-0.917765122,-0.147978532,1.065743654,CV
LOC_Os02g08160,-0.847915804,-0.254849208,1.102765012,CV
LOC_Os02g08364,-0.548001532,-0.606209857,1.154211389,CV
LOC_Os02g08410,-0.9299291,-0.127845623,1.057774723,CV
LOC_Os02g08480,-0.353538499,-0.775206537,1.128745036,CV
LOC_Os02g09250,-0.732802223,-0.40641884,1.139221062,CV
LOC_Os02g10200,-0.857629997,-0.240776736,1.098406733,CV
LOC_Os02g10660,-0.915044099,-0.152412966,1.067457065,CV
LOC_Os02g10920,-0.890146536,-0.191895615,1.082042151,CV
LOC_Os02g10950,-0.869720619,-0.222931096,1.092651715,CV
LOC_Os02g12750,-0.850945039,-0.250485619,1.101430658,CV
LOC_Os02g12794,-0.838467441,-0.268319378,1.106786819,CV
LOC_Os02g12890,-0.888127895,-0.195014789,1.083142684,CV
LOC_Os02g13350,-0.515249343,-0.637299116,1.152548459,CV
LOC_Os02g13520,-0.665181951,-0.484813287,1.149995238,CV
LOC_Os02g13840,-0.932619661,-0.123321772,1.055941433,CV
LOC_Os02g13950,-0.944511449,-0.103003863,1.047515311,CV
LOC_Os02g14500,-0.885355381,-0.199279775,1.084635156,CV
LOC_Os02g15550,-0.68096133,-0.467119948,1.148081278,CV
LOC_Os02g15560,-0.377820323,-0.756044257,1.13386458,CV
LOC_Os02g16270,-0.841828851,-0.263551161,1.105380012,CV
LOC_Os02g16540,-0.755149083,-0.378938774,1.134087857,CV
LOC_Os02g18180,-0.58074379,-0.573950086,1.154693877,CV
LOC_Os02g18390,-0.832076706,-0.277313121,1.109389827,CV
LOC_Os02g18660,-0.834108423,-0.27446394,1.108572363,CV
LOC_Os02g19140,-0.752048321,-0.38280223,1.134850552,CV
LOC_Os02g19770,-0.938083339,-0.114053294,1.052136633,CV
LOC_Os02g21750,-0.943631227,-0.104526368,1.048157596,CV
LOC_Os02g24270,-0.534659365,-0.619013661,1.153673026,CV
LOC_Os02g25020,-0.665159823,-0.484837857,1.149997679,CV
LOC_Os02g25080,-0.236157271,-0.860784127,1.096941398,CV
LOC_Os02g26370,-0.608581858,-0.545544992,1.154126849,CV
LOC_Os02g26470,-0.637860794,-0.514646357,1.152507151,CV
LOC_Os02g28074,-0.934467116,-0.120200189,1.054667305,CV
LOC_Os02g28980,-0.732509742,-0.406773012,1.139282754,CV
LOC_Os02g29980,-0.537967428,-0.61585711,1.153824539,CV
LOC_Os02g30140,-0.576497095,-0.578203023,1.154700118,CV
LOC_Os02g30610,-0.413535455,-0.726903157,1.140438612,CV
LOC_Os02g31220,-0.738923699,-0.398974111,1.13789781,CV
LOC_Os02g32120,-0.792693102,-0.330790461,1.123483563,CV
LOC_Os02g32420,-0.957632735,-0.079936404,1.037569138,CV
LOC_Os02g32450,-0.322888602,-0.798663616,1.121552218,CV
LOC_Os02g32504,-0.76188949,-0.370482765,1.132372256,CV
LOC_Os02g32980,-0.94693857,-0.098789841,1.045728412,CV
LOC_Os02g33080,-0.551190147,-0.603121073,1.15431122,CV
LOC_Os02g34990,-0.90858465,-0.162842548,1.071427197,CV
LOC_Os02g36300,-0.662066511,-0.488265805,1.150332316,CV
LOC_Os02g36710,-0.684288634,-0.463344229,1.147632864,CV
LOC_Os02g36830,-0.732982649,-0.406200288,1.139182936,CV
LOC_Os02g36840,-0.557161984,-0.597305926,1.15446791,CV
LOC_Os02g36974,-0.757075296,-0.376530393,1.133605689,CV
LOC_Os02g37590,-0.409500979,-0.730253099,1.139754078,CV
LOC_Os02g38050,-0.644091079,-0.507930371,1.15202145,CV
LOC_Os02g39100,-0.568009563,-0.586640871,1.154650434,CV
LOC_Os02g40514,-0.596644216,-0.557838952,1.154483167,CV
LOC_Os02g40890,-0.953057412,-0.088060681,1.041118094,CV
LOC_Os02g41820,-0.663891742,-0.486244703,1.150136445,CV
LOC_Os02g43330,-0.182427543,-0.896227438,1.078654982,CV
LOC_Os02g45150,-0.777622582,-0.350429766,1.128052348,CV
LOC_Os02g45760,-0.54239713,-0.611611729,1.154008859,CV
LOC_Os02g46030,-0.579839843,-0.574857111,1.154696955,CV
LOC_Os02g46210,-0.45580712,-0.690889073,1.146696193,CV
LOC_Os02g46380,-0.771466473,-0.358329671,1.129796144,CV
LOC_Os02g46420,-0.878896468,-0.20913156,1.088028028,CV
LOC_Os02g46910,-0.697692358,-0.447971887,1.145664245,CV
LOC_Os02g47110,-0.843474791,-0.261206751,1.104681542,CV
LOC_Os02g47190,-0.684869731,-0.462683194,1.147552924,CV
LOC_Os02g47580,-0.569702385,-0.584964531,1.154666917,CV
LOC_Os02g47600,-0.495456502,-0.655539229,1.150995731,CV
LOC_Os02g47744,-0.902359531,-0.172767714,1.075127245,CV
LOC_Os02g47790,-0.551751755,-0.602575886,1.154327641,CV
LOC_Os02g48010,-0.797404503,-0.324560871,1.121965374,CV
LOC_Os02g48150,-0.499843697,-0.651530984,1.151374681,CV
LOC_Os02g48610,-0.919544636,-0.145065054,1.06460969,CV
LOC_Os02g48720,-0.913288722,-0.155260683,1.068549405,CV
LOC_Os02g48860,-0.935510882,-0.118430999,1.053941881,CV
LOC_Os02g49360,-0.961170811,-0.073592368,1.034763179,CV
LOC_Os02g49530,-0.398074784,-0.739659763,1.137734548,CV
LOC_Os02g49600,-0.631393408,-0.521564768,1.152958176,CV
LOC_Os02g49700,-0.844864925,-0.259221734,1.104086659,CV
LOC_Os02g50490,-0.493357254,-0.657450216,1.15080747,CV
LOC_Os02g50540,-0.861513193,-0.235085925,1.096599118,CV
LOC_Os02g50600,-0.860481167,-0.236602068,1.097083234,CV
LOC_Os02g50940,-0.383858469,-0.751198279,1.135056748,CV
LOC_Os02g51130,-0.614220211,-0.539678032,1.153898243,CV
LOC_Os02g51670,-0.661513749,-0.488876989,1.150390738,CV
LOC_Os02g51950,-0.07367115,-0.96112706,1.03479821,CV
LOC_Os02g52180,-0.873013187,-0.218005424,1.091018611,CV
LOC_Os02g52480,-0.346339965,-0.780788335,1.1271283,CV
LOC_Os02g52860,-0.551125726,-0.603183588,1.154309314,CV
LOC_Os02g53180,-0.701039254,-0.444092211,1.145131465,CV
LOC_Os02g54470,-0.915943216,-0.150950406,1.066893622,CV
LOC_Os02g55150,-0.419376414,-0.722026646,1.14140306,CV
LOC_Os02g55480,-0.959753341,-0.076140545,1.035893886,CV
LOC_Os02g55500,-0.556873042,-0.5975882,1.154461242,CV
LOC_Os02g55640,-0.911486152,-0.158174465,1.069660616,CV
LOC_Os02g55870,-0.540739095,-0.613203269,1.153942365,CV
LOC_Os02g56850,-0.828985133,-0.281630797,1.11061593,CV
LOC_Os02g56900,-0.84927253,-0.252897592,1.102170122,CV
LOC_Os02g57180,-0.54229935,-0.61170567,1.154005021,CV
LOC_Os02g57450,-0.491754669,-0.65890607,1.150660739,CV
LOC_Os02g58480,-0.805744255,-0.313425399,1.119169654,CV
LOC_Os02g58540,-0.831437557,-0.278207508,1.109645065,CV
LOC_Os02g58560,-0.962437444,-0.071307861,1.033745305,CV
LOC_Os03g01160,-0.798941585,-0.322518999,1.121460583,CV
LOC_Os03g02260,-0.864569551,-0.230579931,1.095149482,CV
LOC_Os03g02530,-0.949858264,-0.093689332,1.043547597,CV
LOC_Os03g02550,-0.879495438,-0.208222829,1.087718267,CV
LOC_Os03g02750,-0.681001865,-0.467074045,1.14807591,CV
LOC_Os03g02920,-0.950356773,-0.092815015,1.043171787,CV
LOC_Os03g03130,-0.9540138,-0.086369752,1.040383552,CV
LOC_Os03g04110,-0.689994561,-0.456832271,1.146826832,CV
LOC_Os03g05280,-0.514737194,-0.637776205,1.152513399,CV
LOC_Os03g05530,-0.330727902,-0.792740579,1.123468481,CV
LOC_Os03g06170,-0.521938907,-0.631042224,1.152981131,CV
LOC_Os03g06200,-0.939959898,-0.110844071,1.050803969,CV
LOC_Os03g06620,-0.932544208,-0.123448996,1.055993203,CV
LOC_Os03g07430,-0.943712847,-0.10438532,1.048098167,CV
LOC_Os03g07480,-0.931066876,-0.125935795,1.057002671,CV
LOC_Os03g07920,-0.820730853,-0.293055251,1.113786104,CV
LOC_Os03g07980,-0.726910099,-0.413527113,1.140437212,CV
LOC_Os03g08440,-0.764900961,-0.366678941,1.131579902,CV
LOC_Os03g08470,-0.787573041,-0.337511318,1.125084359,CV
LOC_Os03g08490,-0.660071764,-0.490469419,1.150541183,CV
LOC_Os03g08810,-0.924991438,-0.136080199,1.061071637,CV
LOC_Os03g08960,-0.931559258,-0.125107849,1.056667107,CV
LOC_Os03g09020,-0.950133035,-0.093207547,1.043340582,CV
LOC_Os03g09110,-0.542920112,-0.6111091,1.154029211,CV
LOC_Os03g09210,-0.912562623,-0.156435667,1.068998289,CV
LOC_Os03g10640,-0.140980667,-0.922028351,1.063009018,CV
LOC_Os03g11220,-0.956083605,-0.082697089,1.038780694,CV
LOC_Os03g11290,-0.732516471,-0.406764866,1.139281337,CV
LOC_Os03g11300,-0.641530983,-0.510696173,1.152227155,CV
LOC_Os03g11660,-0.809020869,-0.309011762,1.118032631,CV
LOC_Os03g12290,-0.752966809,-0.381659549,1.134626358,CV
LOC_Os03g12670,-0.908721526,-0.162622941,1.071344467,CV
LOC_Os03g12790,-0.914778553,-0.152844408,1.067622961,CV
LOC_Os03g12820,-0.375896676,-0.757581285,1.13347796,CV
LOC_Os03g14250,-0.781705542,-0.345151532,1.126857074,CV
LOC_Os03g14450,-0.687853676,-0.459281099,1.147134775,CV
LOC_Os03g15000,-0.736067136,-0.402455808,1.138522944,CV
LOC_Os03g15230,-0.947984682,-0.096966311,1.044950993,CV
LOC_Os03g15530,-0.954655341,-0.085233336,1.039888676,CV
LOC_Os03g15860,-0.634429577,-0.518323561,1.152753138,CV
LOC_Os03g15940,-0.798261658,-0.323422798,1.121684456,CV
LOC_Os03g16070,-0.766521381,-0.364625483,1.131146865,CV
LOC_Os03g16090,-0.876978537,-0.21203474,1.089013276,CV
LOC_Os03g16140,-0.546866336,-0.60730681,1.154173145,CV
LOC_Os03g17000,-0.83780292,-0.269258915,1.107061834,CV
LOC_Os03g17010,-0.892793832,-0.187787111,1.080580943,CV
LOC_Os03g17470,-0.859762772,-0.237655866,1.097418638,CV
LOC_Os03g17690,-0.937761681,-0.114602041,1.052363722,CV
LOC_Os03g17980,-0.604294575,-0.54998008,1.154274655,CV
LOC_Os03g18110,-0.656707418,-0.494173813,1.150881232,CV
LOC_Os03g19200,-0.756281689,-0.377523436,1.133805125,CV
LOC_Os03g19310,-0.565163681,-0.589451708,1.154615389,CV
LOC_Os03g19350,-0.540871808,-0.613075989,1.153947797,CV
LOC_Os03g20440,-0.54595896,-0.608182599,1.15414156,CV
LOC_Os03g20480,-0.725506889,-0.415211732,1.140718621,CV
LOC_Os03g20900,-0.917077638,-0.149101251,1.066178889,CV
LOC_Os03g21040,-0.929598613,-0.128399491,1.057998104,CV
LOC_Os03g21400,-0.914994393,-0.152493743,1.067488136,CV
LOC_Os03g21510,-0.958415242,-0.078537992,1.036953234,CV
LOC_Os03g21870,-0.844290803,-0.260042095,1.104332898,CV
LOC_Os03g22960,-0.452118375,-0.694099348,1.146217723,CV
LOC_Os03g24560,-0.623503141,-0.529932975,1.153436116,CV
LOC_Os03g24600,-0.695059193,-0.451012537,1.14607173,CV
LOC_Os03g25460,-0.649051677,-0.502546674,1.151598351,CV
LOC_Os03g27190,-0.876271313,-0.213102733,1.089374046,CV
LOC_Os03g27230,-0.915831796,-0.151131794,1.06696359,CV
LOC_Os03g27250,-0.319108431,-0.801501119,1.120609551,CV
LOC_Os03g27310,-0.258295328,-0.845512607,1.103807934,CV
LOC_Os03g27370,-0.558277653,-0.596215128,1.154492782,CV
LOC_Os03g27590,-0.955520103,-0.083698762,1.039218865,CV
LOC_Os03g29240,-0.756369371,-0.377413773,1.133783144,CV
LOC_Os03g29680,-0.127682613,-0.930026322,1.057708935,CV
LOC_Os03g30300,-0.611540495,-0.542471267,1.154011762,CV
LOC_Os03g30420,-0.717208804,-0.425110245,1.142319049,CV
LOC_Os03g30430,-0.911153517,-0.158711001,1.069864518,CV
LOC_Os03g30780,-0.804399827,-0.315230005,1.119629832,CV
LOC_Os03g36080,-0.896016183,-0.182758308,1.07877449,CV
LOC_Os03g38020,-0.805725591,-0.313450477,1.119176068,CV
LOC_Os03g38330,-0.491497684,-0.659139284,1.150636968,CV
LOC_Os03g38520,-0.897420943,-0.180556355,1.077977298,CV
LOC_Os03g40170,-0.725314047,-0.415443002,1.140757049,CV
LOC_Os03g40670,-0.602281004,-0.552055369,1.154336373,CV
LOC_Os03g40920,-0.879129487,-0.208778151,1.087907638,CV
LOC_Os03g41060,-0.805952422,-0.31314565,1.119098072,CV
LOC_Os03g41419,-0.939304932,-0.111965693,1.051270625,CV
LOC_Os03g42830,-0.410184082,-0.729686951,1.139871033,CV
LOC_Os03g43770,-0.678619214,-0.469768246,1.14838746,CV
LOC_Os03g43810,-0.466158242,-0.681810146,1.147968388,CV
LOC_Os03g45340,-0.77631115,-0.352118528,1.128429679,CV
LOC_Os03g46570,-0.934866289,-0.119524065,1.054390354,CV
LOC_Os03g46600,-0.566012762,-0.588614044,1.154626806,CV
LOC_Os03g47270,-0.953509904,-0.087261136,1.04077104,CV
LOC_Os03g48080,-0.810937642,-0.306419586,1.117357229,CV
LOC_Os03g48310,-0.952221511,-0.089535464,1.041756975,CV
LOC_Os03g48780,-0.896065865,-0.182680531,1.078746397,CV
LOC_Os03g49380,-0.589919307,-0.56468935,1.154608657,CV
LOC_Os03g49464,-0.81870041,-0.295842839,1.114543249,CV
LOC_Os03g49510,-0.544938854,-0.609166118,1.154104972,CV
LOC_Os03g49520,-0.462547283,-0.684989153,1.147536436,CV
LOC_Os03g49770,-0.671102538,-0.478215306,1.149317843,CV
LOC_Os03g49830,-0.863142134,-0.232687348,1.095829482,CV
LOC_Os03g50280,-0.912670335,-0.156261473,1.068931808,CV
LOC_Os03g50290,-0.932861913,-0.122913161,1.055775074,CV
LOC_Os03g51600,-0.778708758,-0.349028654,1.127737411,CV
LOC_Os03g52670,-0.943289489,-0.105116648,1.048406138,CV
LOC_Os03g52720,-0.630661928,-0.522343884,1.153005811,CV
LOC_Os03g53020,-0.803172156,-0.316874683,1.120046839,CV
LOC_Os03g53200,-0.848452861,-0.254077194,1.102530055,CV
LOC_Os03g53270,-0.854520659,-0.245306271,1.09982693,CV
LOC_Os03g54050,-0.793276897,-0.33002091,1.123297807,CV
LOC_Os03g54084,-0.764783936,-0.366827058,1.131610994,CV
LOC_Os03g55120,-0.935102622,-0.119123483,1.054226106,CV
LOC_Os03g55800,-0.903803516,-0.170476265,1.074279781,CV
LOC_Os03g56190,-0.927933254,-0.131184536,1.05911779,CV
LOC_Os03g56310,-0.397598923,-0.740048941,1.137647864,CV
LOC_Os03g56860,-0.962497079,-0.071200127,1.033697206,CV
LOC_Os03g57140,-0.945128991,-0.101933889,1.047062879,CV
LOC_Os03g57940,-0.675368008,-0.473431611,1.148799619,CV
LOC_Os03g58040,-0.889261634,-0.193264402,1.082526035,CV
LOC_Os03g58130,-0.58618214,-0.568473132,1.154655272,CV
LOC_Os03g58840,-0.920007562,-0.144305383,1.064312944,CV
LOC_Os03g59220,-0.756230886,-0.377586968,1.133817855,CV
